customer_id,customer_name,region,country,customer_type,signup_date,preferred_channel,email_opt_in,recency_days,frequency,monetary,R_score,F_score,M_score,RFM_score,RFM_total,clv_historical,clv_predicted,tenure_years,purchase_freq_per_year,avg_order_value,favorite_category,last_product_purchased,top_purchase_channel,total_units,last_purchase_date,first_purchase_date,total_sessions,avg_pages_per_session,avg_time_on_site,cart_adds,days_since_last_session,total_tickets,avg_csat,avg_resolution_hours,escalation_rate,total_touches,open_rate,conversion_rate,churned,segment,segment_name,churn_probability,predicted_churn,recommended_product,recommendation_score
C103200,Linda Rodriguez,Europe,Netherlands,Individual,2026-08-02,B2B Direct,1,12.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,0.1,0.0,0.0,,,B2B Direct,0.0,,,25.0,9.28,8.216000000000001,4.0,2.0,2.0,3.0,16.55,0.0,4.0,0.75,0.0,0,0,Lost / Dormant,0.0006,0,Yoga Mat,0.0045
C103201,Elizabeth Walker,Europe,Netherlands,Individual,2026-04-24,In-Store,1,112.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,0.3066392881587953,0.0,0.0,,,In-Store,0.0,,,7.0,6.285714285714286,8.9,4.0,18.0,2.0,1.0,16.4,0.5,3.0,0.6666666666666666,0.0,0,0,Lost / Dormant,0.0081,0,Yoga Mat,0.0045
C103202,Layla Young,North America,USA,Individual,2021-12-01,Online,1,123.0,20.0,3178.47,3,1,1,311.0,5.0,3178.47,1605.84,4.700889801505818,4.254513686662784,132.43625,Electronics,Kids Building Blocks,Online,28.0,2026-04-13,2023-06-22,20.0,8.85,9.22,4.0,184.0,0.0,2.3524457602403785,0.0,0.0,7.0,0.8571428571428571,0.2857142857142857,0,3,Champions,0.0024,0,Running Shoes,0.8145
C103203,Mia Martinez,Middle East,Kuwait,Individual,2021-11-08,Online,0,12.0,4.0,819.9300000000001,1,3,3,133.0,7.0,819.93,327.02,4.763860369609857,0.8396551724137931,136.655,Furniture,Laptop Backpack,In-Store,7.0,2026-08-02,2025-09-19,10.0,8.5,8.459999999999999,0.0,49.0,6.0,2.1666666666666665,14.2,0.1666666666666666,9.0,0.7777777777777778,0.0,0,1,New / Occasional,0.005,0,Office Chair,0.7261
C103204,Karen Harris,APAC,Australia,Small Business,2023-12-13,B2B Direct,0,96.0,3.0,960.93,3,4,3,343.0,10.0,960.93,610.83,2.6694045174537986,1.123846153846154,192.186,Sports & Outdoors,Kids Building Blocks,Online,7.0,2026-05-10,2025-11-15,5.0,5.6,6.58,1.0,425.0,3.0,1.6666666666666667,15.833333333333334,0.0,3.0,0.6666666666666666,0.0,0,1,New / Occasional,0.2753,0,Winter Jacket,0.798
C103205,Patricia Smith,Middle East,UAE,Individual,2023-12-28,Online,0,12.0,4.0,669.96,1,3,4,134.0,8.0,669.96,726.46,2.628336755646817,1.521875,167.49,Furniture,Perfume,B2B Direct,4.0,2026-08-02,2026-03-04,7.0,4.714285714285714,5.957142857142857,1.0,5.0,0.0,2.3524457602403785,0.0,0.0,2.0,0.0,0.0,0,1,New / Occasional,0.004,0,Skincare Set,0.7496
C103206,James Perez,Middle East,UAE,Individual,2022-11-25,Online,0,44.0,7.0,1768.38,2,2,2,222.0,6.0,1768.38,948.87,3.7180013689253935,1.8827319587628863,176.83800000000002,Home & Kitchen,Standing Desk,Online,12.0,2026-07-01,2024-02-29,21.0,8.095238095238095,8.252380952380953,2.0,17.0,2.0,2.5,18.6,0.5,3.0,0.6666666666666666,0.0,0,2,Regular Customers,0.0078,0,Office Chair,0.7115
C103207,Charles Jones,APAC,Japan,Individual,2021-02-03,In-Store,1,108.0,2.0,412.48,3,4,4,344.0,11.0,412.48,212.77,5.5249828884325805,0.36199207135778,206.24,Home & Kitchen,Espresso Machine,Marketplace,2.0,2026-04-28,2026-02-04,2.0,3.5,6.75,0.0,393.0,1.0,1.0,34.2,0.0,2.0,0.5,0.0,0,1,New / Occasional,0.0286,0,4K Smart TV 55in,0.9567
C103208,Carlos King,Europe,UK,Individual,2025-12-25,Marketplace,0,18.0,2.0,1009.98,1,4,3,143.0,8.0,1009.98,4531.69,0.6351813826146475,3.148706896551724,504.99,Electronics,Mountain Bike,Online,2.0,2026-07-27,2026-07-27,11.0,6.636363636363637,6.636363636363637,0.0,8.0,0.0,2.3524457602403785,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,0,3,Champions,0.0008,0,Smart Watch,0.7214
C103209,William Taylor,APAC,Australia,Individual,2026-01-16,Online,1,48.0,3.0,427.46,2,4,4,244.0,10.0,427.46,1472.08,0.5749486652977412,5.217857142857143,106.865,Furniture,Standing Desk,Online,4.0,2026-06-27,2026-04-09,12.0,6.583333333333333,7.425,5.0,21.0,0.0,2.3524457602403785,0.0,0.0,5.0,0.4,0.2,0,3,Champions,0.0037,0,Office Chair,0.8025
C103210,Wei Perez,North America,USA,Individual,2022-01-21,Online,0,249.0,5.0,1638.93,5,2,2,522.0,9.0,1638.93,702.14,4.561259411362081,1.096188475390156,234.13285714285715,Sports & Outdoors,Running Shoes,In-Store,7.0,2025-12-08,2025-06-15,15.0,7.466666666666667,7.353333333333333,0.0,91.0,1.0,4.0,3.7,0.0,5.0,0.4,0.2,0,4,Loyal High-Value,0.2492,0,Smart Watch,0.728
C103211,Mia Jackson,APAC,Singapore,Small Business,2021-09-06,Marketplace,1,522.0,4.0,1184.94,5,3,2,532.0,10.0,1184.94,477.67,4.936344969199179,0.8103161397670549,236.988,Electronics,Kids Building Blocks,Marketplace,6.0,2025-03-10,2022-08-30,18.0,8.166666666666666,7.794444444444445,4.0,214.0,3.0,1.3333333333333333,15.733333333333334,0.3333333333333333,3.0,0.6666666666666666,0.0,1,2,Regular Customers,0.9591,1,Board Game Set,0.7817
C103212,Robert Jackson,North America,USA,Individual,2024-02-09,Online,0,70.0,2.0,172.97,3,4,5,345.0,12.0,172.97,130.9,2.510609171800137,0.7966194111232279,57.656666666666666,Home & Kitchen,Kids Building Blocks,Online,3.0,2026-06-05,2025-12-19,6.0,4.5,6.366666666666667,0.0,370.0,2.0,4.5,18.5,0.0,4.0,0.5,0.0,0,4,Loyal High-Value,0.0167,0,Cookware Set,0.6772
C103213,Thomas Clark,APAC,Singapore,Small Business,2024-01-23,B2B Direct,1,56.0,3.0,1146.92,2,4,2,242.0,8.0,1146.92,639.13,2.5571526351813825,1.1731798715203428,191.1533333333333,Furniture,Office Chair,Online,8.0,2026-06-19,2025-05-01,14.0,6.857142857142857,8.057142857142859,3.0,142.0,0.0,2.3524457602403785,0.0,0.0,2.0,1.0,1.0,0,2,Regular Customers,0.0035,0,Standing Desk,0.9412
C103214,Lucas Hernandez,North America,USA,Individual,2024-12-04,Online,0,84.0,4.0,1225.93,3,3,2,332.0,8.0,1225.93,1603.67,1.6919917864476386,2.3640776699029127,245.186,Electronics,Protein Powder,Online,7.0,2026-05-22,2025-10-14,17.0,8.294117647058824,8.282352941176471,2.0,4.0,1.0,3.0,6.6,0.0,5.0,0.6,0.4,0,2,Regular Customers,0.0005,0,Winter Jacket,0.7184
C103215,Karen Ramirez,North America,Mexico,Enterprise,2024-04-17,Online,1,10.0,5.0,1420.86,1,2,2,122.0,5.0,1420.86,725.88,2.324435318275154,2.1510600706713783,118.405,Sports & Outdoors,Wireless Earbuds Pro,Online,14.0,2026-08-04,2024-12-11,15.0,7.466666666666667,9.586666666666668,2.0,6.0,1.0,3.0,7.7,0.0,3.0,1.0,0.0,0,3,Champions,1e-04,0,Cookware Set,0.7071
C103216,Sofia Martinez,North America,Canada,Small Business,2023-12-07,Marketplace,1,981.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,2.6858316221765914,0.0,0.0,,,Marketplace,0.0,,,28.0,8.607142857142858,7.985714285714286,4.0,24.0,1.0,5.0,5.9,0.0,8.0,0.75,0.125,1,0,Lost / Dormant,0.9841,1,Yoga Mat,0.0045
C103217,Lucas Moore,North America,Canada,Enterprise,2023-03-05,Online,0,294.0,5.0,1468.94,5,2,2,522.0,9.0,1468.94,920.21,3.444216290212184,1.4517090620031796,244.82333333333327,Furniture,Mountain Bike,Online,6.0,2025-10-24,2024-09-21,10.0,5.8,7.45,1.0,49.0,0.0,2.3524457602403785,0.0,0.0,1.0,0.0,1.0,1,1,New / Occasional,0.9724,1,Office Chair,0.6702
C103218,Joseph Jones,APAC,Australia,Individual,2023-05-02,Online,1,121.0,5.0,1287.92,3,2,2,322.0,7.0,1287.92,922.18,3.2854209445585214,1.521875,214.6533333333333,Electronics,Smart Watch,Online,8.0,2026-04-15,2024-11-30,14.0,8.214285714285714,7.771428571428571,0.0,31.0,1.0,3.0,5.7,1.0,4.0,0.75,0.5,0,4,Loyal High-Value,0.0011,0,4K Smart TV 55in,0.9718
C103219,William Garcia,APAC,Japan,Individual,2023-05-24,Marketplace,1,109.0,8.0,2807.85,3,1,1,311.0,5.0,2807.85,1646.93,3.2251882272416155,2.480475382003396,233.9875,Furniture,Mountain Bike,Online,16.0,2026-04-27,2024-05-28,17.0,6.764705882352941,7.688235294117646,3.0,49.0,0.0,2.3524457602403785,0.0,0.0,7.0,0.7142857142857143,0.4285714285714285,0,3,Champions,0.0075,0,Kids Building Blocks,0.765
C103220,Richard Perez,Europe,Italy,Small Business,2025-06-16,In-Store,1,152.0,2.0,374.96,4,4,4,444.0,12.0,374.96,387.18,1.160848733744011,1.722877358490566,93.74,Home & Kitchen,Denim Jeans,Online,4.0,2026-03-15,2026-01-05,10.0,7.5,7.52,1.0,36.0,1.0,2.0,16.0,0.0,4.0,0.25,0.0,0,1,New / Occasional,0.0517,0,Air Fryer,0.8455
C103221,Omar Robinson,North America,USA,Small Business,2022-01-11,Online,1,7.0,9.0,3835.81,1,1,1,111.0,3.0,3835.81,1261.28,4.588637919233402,1.961366348448688,225.6358823529412,Home & Kitchen,Mountain Bike,Online,19.0,2026-08-07,2024-03-25,11.0,7.454545454545454,7.727272727272727,2.0,14.0,0.0,2.3524457602403785,0.0,0.0,3.0,1.0,0.0,0,3,Champions,0.002,0,Yoga Mat,0.765
C103222,Fatima Moore,North America,Mexico,Enterprise,2022-12-25,In-Store,1,146.0,6.0,923.89,4,2,3,423.0,9.0,923.89,475.43,3.635865845311432,1.6502259036144578,102.65444444444444,Apparel,Protein Powder,Online,11.0,2026-03-21,2025-01-04,18.0,8.833333333333334,8.649999999999999,3.0,47.0,4.0,1.5,10.425,0.25,7.0,0.5714285714285714,0.0,0,2,Regular Customers,0.3058,0,Skincare Set,0.7818
C103223,Lucas Smith,North America,Mexico,Individual,2025-05-30,Marketplace,0,45.0,1.0,99.99,2,5,5,255.0,12.0,99.99,234.2,1.2073921971252566,0.8282312925170069,99.99,Home & Kitchen,Air Fryer,B2B Direct,1.0,2026-06-30,2026-06-30,12.0,8.083333333333334,8.225,0.0,30.0,0.0,2.3524457602403785,0.0,0.0,6.0,0.1666666666666666,0.0,0,1,New / Occasional,0.0142,0,Cookware Set,0.8683
C103224,Richard Brown,North America,Mexico,Small Business,2026-03-29,Marketplace,1,138.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,0.37782340862423,0.0,0.0,,,Marketplace,0.0,,,16.0,7.5,8.1875,1.0,4.0,0.0,2.3524457602403785,0.0,0.0,9.0,0.6666666666666666,0.4444444444444444,0,0,Lost / Dormant,0.0029,0,Yoga Mat,0.0045
C103225,Jessica White,Middle East,Kuwait,Individual,2021-07-21,Online,0,903.0,3.0,483.42,5,4,4,544.0,13.0,483.42,101.91,5.065023956194388,0.5922972972972973,80.57000000000001,Apparel,Running Shoes,Marketplace,8.0,2024-02-23,2023-09-01,14.0,6.285714285714286,7.15,0.0,34.0,0.0,2.3524457602403785,0.0,0.0,4.0,0.25,0.25,1,2,Regular Customers,0.9929,1,Denim Jeans,0.8564
C103226,Susan Taylor,North America,Mexico,Individual,2022-03-21,In-Store,1,14.0,6.0,690.9300000000001,1,2,3,123.0,6.0,690.93,383.62,4.399726214921286,1.3637212196639703,98.70428571428572,Furniture,Denim Jeans,Online,7.0,2026-07-31,2024-03-10,14.0,7.0,8.285714285714286,3.0,49.0,0.0,2.3524457602403785,0.0,0.0,3.0,0.3333333333333333,0.0,0,3,Champions,0.0008,0,Office Chair,0.8193
C103227,Lucas Lee,Europe,UK,Individual,2026-04-27,In-Store,1,51.0,1.0,224.97,2,5,5,255.0,12.0,224.97,881.85,0.298425735797399,3.35091743119266,112.485,Beauty,Perfume,Online,3.0,2026-06-24,2026-06-24,24.0,9.0,7.879166666666666,2.0,8.0,3.0,1.6666666666666667,16.7,0.6666666666666666,8.0,0.875,0.125,0,2,Regular Customers,0.0003,0,Skincare Set,0.8703
C103228,Noah Davis,North America,Mexico,Individual,2026-05-11,Online,1,95.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,0.2600958247775496,0.0,0.0,,,Online,0.0,,,22.0,7.454545454545454,6.913636363636363,3.0,3.0,1.0,4.0,8.7,0.0,2.0,0.5,0.0,0,0,Lost / Dormant,0.0013,0,Yoga Mat,0.0045
C103229,Lucas Moore,North America,Canada,Enterprise,2021-10-24,In-Store,0,168.0,4.0,300.94,4,3,4,434.0,11.0,300.94,118.19,4.804928131416838,0.8324786324786325,50.156666666666666,Beauty,Board Game Set,Online,6.0,2026-02-27,2023-09-24,5.0,6.2,5.779999999999999,0.0,49.0,1.0,1.0,15.1,0.0,3.0,0.0,0.0,0,1,New / Occasional,0.1521,0,Skincare Set,0.8816
C103230,Amara King,Europe,Italy,Individual,2024-08-24,Online,1,8.0,4.0,1492.9,1,3,2,132.0,6.0,1492.9,959.29,1.9712525667351128,2.029166666666667,165.8777777777778,Home & Kitchen,Espresso Machine,Online,11.0,2026-08-06,2025-12-21,16.0,7.6875,7.325,1.0,23.0,0.0,2.3524457602403785,0.0,0.0,8.0,0.5,0.25,0,3,Champions,0.0028,0,Cookware Set,0.741
C103231,Chen Robinson,APAC,Australia,Individual,2025-10-13,Online,1,199.0,2.0,309.96000000000004,4,4,4,444.0,12.0,309.96,358.34,0.8350444900752909,2.3950819672131147,77.49000000000001,Home & Kitchen,Perfume,Marketplace,4.0,2026-01-27,2026-01-26,10.0,5.1,6.51,2.0,12.0,0.0,2.3524457602403785,0.0,0.0,3.0,0.0,0.0,1,1,New / Occasional,0.7903,1,Skincare Set,0.8299
C103232,Priya Rodriguez,North America,Canada,Individual,2022-05-08,Online,1,236.0,4.0,715.1400000000001,5,3,3,533.0,11.0,715.14,203.49,4.268309377138946,0.9371391917896088,79.46000000000001,Electronics,Skincare Set,Online,11.0,2025-12-21,2025-01-20,16.0,7.875,7.91875,1.0,3.0,0.0,2.3524457602403785,0.0,0.0,1.0,0.0,0.0,1,2,Regular Customers,0.9785,1,Running Shoes,0.7566
C103233,Ethan Hernandez,North America,Canada,Individual,2021-12-04,In-Store,0,31.0,10.0,2982.36,2,1,1,211.0,4.0,2982.36,1509.4,4.692676249144422,2.13098016336056,248.53,Electronics,Running Shoes,In-Store,14.0,2026-07-14,2022-09-11,19.0,8.473684210526315,8.705263157894738,5.0,81.0,0.0,2.3524457602403785,0.0,0.0,8.0,0.625,0.125,0,3,Champions,0.0065,0,Smart Watch,0.7197
C103234,Richard Brown,Europe,Spain,Individual,2026-05-23,Online,0,23.0,1.0,659.98,1,5,4,154.0,10.0,659.98,3824.44,0.2272416153319644,4.400602409638554,329.99,Sports & Outdoors,Smart Watch,Online,2.0,2026-07-22,2026-07-22,8.0,6.125,7.35,0.0,4.0,1.0,3.0,4.1,1.0,6.0,0.6666666666666666,0.0,0,3,Champions,0.0005,0,4K Smart TV 55in,0.8578
C103235,Robert Johnson,North America,Canada,Individual,2023-07-12,Marketplace,0,647.0,1.0,59.99,5,5,5,555.0,15.0,59.99,38.72,3.0910335386721424,0.3235163861824623,59.99,Beauty,Skincare Set,Online,1.0,2024-11-05,2024-11-05,4.0,4.0,4.65,0.0,88.0,1.0,4.0,11.8,1.0,0.0,0.0,0.0,1,4,Loyal High-Value,0.9818,1,Perfume,0.9256
C103236,Ava Clark,North America,USA,Individual,2025-07-28,Online,0,382.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,1.0458590006844628,0.0,0.0,,,Online,0.0,,,6.0,4.833333333333333,5.466666666666666,1.0,181.0,0.0,2.3524457602403785,0.0,0.0,4.0,0.25,0.0,1,0,Lost / Dormant,0.9991,1,Yoga Mat,0.0045
C103237,Ethan Moore,Latin America,Brazil,Small Business,2026-02-09,Marketplace,1,186.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,0.5092402464065708,0.0,0.0,,,Marketplace,0.0,,,22.0,8.772727272727273,8.44090909090909,0.0,7.0,0.0,2.3524457602403785,0.0,0.0,7.0,1.0,0.2857142857142857,1,0,Lost / Dormant,0.9869,1,Yoga Mat,0.0045
C103238,John Hernandez,APAC,Australia,Enterprise,2023-12-26,Online,1,231.0,2.0,649.98,5,4,4,544.0,13.0,649.98,636.91,2.6338124572210813,0.7593555093555094,324.99,Electronics,Air Fryer,Online,2.0,2025-12-26,2025-08-06,10.0,5.8,7.62,1.0,165.0,4.0,3.75,20.5,0.0,5.0,0.6,0.2,0,4,Loyal High-Value,0.0741,0,Cookware Set,0.7378
C103239,Jessica Johnson,Europe,Spain,Individual,2023-03-03,Online,1,91.0,8.0,2732.35,3,1,1,311.0,5.0,2732.35,1641.72,3.449691991786448,2.319047619047619,248.39545454545453,Furniture,Standing Desk,Online,15.0,2026-05-15,2024-04-04,11.0,7.181818181818182,6.336363636363637,5.0,8.0,0.0,2.3524457602403785,0.0,0.0,4.0,0.75,0.25,0,3,Champions,0.0041,0,Denim Jeans,0.6894
C103240,Elena Walker,Europe,Italy,Individual,2024-12-16,In-Store,0,207.0,3.0,491.47,4,4,4,444.0,12.0,491.47,715.12,1.659137577002053,1.808168316831684,163.82333333333335,Sports & Outdoors,Mountain Bike,Online,3.0,2026-01-19,2025-09-26,11.0,6.818181818181818,7.618181818181818,3.0,3.0,1.0,2.0,3.0,0.0,2.0,1.0,0.0,1,1,New / Occasional,0.9055,1,Perfume,0.7891
C103241,Wei Harris,Europe,Italy,Individual,2025-04-13,Online,1,287.0,1.0,349.99,5,5,4,554.0,14.0,349.99,524.62,1.336071184120465,0.7484631147540984,349.99,Furniture,Standing Desk,B2B Direct,1.0,2025-10-31,2025-10-31,9.0,5.888888888888889,6.677777777777778,0.0,51.0,1.0,1.0,14.8,0.0,1.0,1.0,0.0,1,1,New / Occasional,0.9502,1,Office Chair,0.6335
C103242,Robert Jackson,Europe,France,Individual,2026-05-02,Marketplace,1,104.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,0.2847364818617385,0.0,0.0,,,Marketplace,0.0,,,5.0,6.4,7.479999999999999,2.0,20.0,1.0,3.0,6.4,0.0,0.0,0.0,0.0,0,0,Lost / Dormant,0.001,0,Yoga Mat,0.0045
C103243,John Young,APAC,South Korea,Individual,2025-07-11,B2B Direct,1,47.0,3.0,807.46,2,4,3,243.0,9.0,807.46,1553.79,1.0924024640657084,2.7462406015037595,201.865,Sports & Outdoors,Mountain Bike,Online,4.0,2026-06-28,2026-06-15,18.0,9.0,8.383333333333333,2.0,2.0,2.0,3.0,10.1,0.0,6.0,0.3333333333333333,0.0,0,2,Regular Customers,1e-04,0,Skincare Set,0.7293
C103244,Robert Miller,APAC,Australia,Individual,2025-02-25,Online,0,149.0,2.0,1435.93,4,4,2,442.0,10.0,1435.93,990.25,1.4647501711156743,1.3654205607476635,287.18600000000004,Home & Kitchen,Mountain Bike,Online,7.0,2026-03-18,2025-12-09,5.0,5.4,5.44,0.0,91.0,3.0,1.3333333333333333,15.8,0.0,1.0,0.0,0.0,0,1,New / Occasional,0.1561,0,Board Game Set,0.7982
C103245,Joseph Wilson,North America,Canada,Individual,2026-03-21,Online,1,146.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,0.3997262149212868,0.0,0.0,,,Online,0.0,,,18.0,8.277777777777779,8.038888888888888,1.0,30.0,1.0,2.0,6.3,0.0,3.0,0.3333333333333333,0.3333333333333333,0,0,Lost / Dormant,0.0029,0,Yoga Mat,0.0045
C103246,Noah Smith,Europe,Germany,Enterprise,2026-07-16,Online,1,29.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,0.1,0.0,0.0,,,Online,0.0,,,18.0,10.11111111111111,8.705555555555556,3.0,2.0,0.0,2.3524457602403785,0.0,0.0,9.0,0.7777777777777778,0.2222222222222222,0,0,Lost / Dormant,0.003,0,Yoga Mat,0.0045
C103247,Joseph King,Europe,France,Individual,2023-08-20,B2B Direct,1,67.0,3.0,585.96,2,4,4,244.0,10.0,585.96,419.7,2.9842573579739904,1.0052752293577982,146.49,Furniture,Air Fryer,In-Store,4.0,2026-06-08,2025-10-17,7.0,7.0,8.757142857142856,0.0,120.0,0.0,2.3524457602403785,0.0,0.0,5.0,0.4,0.2,0,1,New / Occasional,0.0758,0,Espresso Machine,0.8131
C103248,Priya Thomas,Middle East,Saudi Arabia,Individual,2021-11-13,In-Store,1,161.0,9.0,1030.91,4,1,3,413.0,8.0,1030.91,615.44,4.750171115674196,1.8946685878962537,114.54555555555557,Sports & Outdoors,Cookware Set,Online,9.0,2026-03-06,2023-10-28,3.0,5.0,6.033333333333332,0.0,409.0,3.0,2.333333333333333,5.266666666666667,0.0,2.0,0.0,0.0,0,1,New / Occasional,0.1085,0,Yoga Mat,0.7642
C103249,Richard Walker,APAC,Japan,Enterprise,2023-07-31,In-Store,0,63.0,2.0,743.94,2,4,3,243.0,9.0,743.94,279.07,3.0390143737166326,0.658108108108108,148.788,Home & Kitchen,Air Fryer,Online,6.0,2026-06-12,2026-01-13,15.0,7.933333333333334,9.013333333333332,1.0,19.0,1.0,3.0,15.5,0.0,7.0,0.8571428571428571,0.1428571428571428,0,4,Loyal High-Value,0.0011,0,Denim Jeans,0.6989
C103250,Noah Johnson,Europe,Germany,Individual,2026-02-04,Marketplace,0,21.0,2.0,699.98,1,4,3,143.0,8.0,699.98,3786.77,0.5229295003422314,3.824607329842932,349.99,Electronics,4K Smart TV 55in,In-Store,2.0,2026-07-24,2026-04-12,13.0,7.0,6.707692307692308,2.0,13.0,3.0,3.0,12.9,0.0,3.0,0.3333333333333333,0.3333333333333333,0,3,Champions,1e-04,0,Espresso Machine,0.8127
C103251,Sarah Lopez,North America,USA,Individual,2022-09-18,B2B Direct,1,33.0,2.0,576.95,2,4,4,244.0,10.0,576.95,168.47,3.904175222450376,0.5122720897615709,115.39,Furniture,Running Shoes,Online,5.0,2026-07-12,2026-05-02,4.0,5.25,5.7,1.0,59.0,1.0,1.0,11.7,0.0,2.0,0.5,0.0,0,1,New / Occasional,0.0046,0,Office Chair,0.8089
C103252,Elizabeth Jackson,APAC,India,Individual,2021-03-16,Online,0,116.0,5.0,1674.88,3,2,2,322.0,7.0,1674.88,551.18,5.412731006160164,0.9237481031866464,209.36,Electronics,Board Game Set,Online,12.0,2026-04-20,2024-10-19,3.0,6.666666666666667,9.3,0.0,1543.0,0.0,2.3524457602403785,0.0,0.0,3.0,0.3333333333333333,0.0,0,1,New / Occasional,0.0199,0,Espresso Machine,0.6891
C103253,Hiroshi Anderson,North America,Canada,Enterprise,2025-10-04,In-Store,1,314.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,0.8596851471594799,0.0,0.0,,,In-Store,0.0,,,12.0,4.833333333333333,5.991666666666667,1.0,50.0,6.0,1.3333333333333333,25.08333333333333,0.1666666666666666,3.0,1.0,0.0,1,0,Lost / Dormant,0.9915,1,Yoga Mat,0.0045
C103254,Patricia Thomas,North America,Canada,Individual,2023-07-28,Marketplace,1,288.0,2.0,305.94,5,4,4,544.0,13.0,305.94,127.83,3.047227926078029,0.6563342318059299,76.485,Accessories,Air Fryer,Online,6.0,2025-10-30,2025-03-05,3.0,6.333333333333333,6.7,0.0,77.0,2.0,2.5,8.35,0.0,0.0,0.0,0.0,1,1,New / Occasional,0.9283,1,Board Game Set,0.9081
C103255,Mary Thomas,North America,Mexico,Small Business,2021-02-28,Marketplace,1,495.0,9.0,2066.85,5,1,1,511.0,7.0,2066.85,671.21,5.456536618754278,1.6493978926241846,158.98846153846154,Home & Kitchen,Kids Building Blocks,Online,15.0,2025-04-06,2022-07-22,4.0,3.0,5.0,0.0,14.0,0.0,2.3524457602403785,0.0,0.0,0.0,0.0,0.0,1,1,New / Occasional,0.6353,1,Board Game Set,0.7392
C103256,Diego Ramirez,APAC,Singapore,Individual,2022-01-21,Online,1,1666.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,4.561259411362081,0.0,0.0,,,Online,0.0,,,4.0,4.0,5.625,0.0,545.0,0.0,2.3524457602403785,0.0,0.0,0.0,0.0,0.0,1,0,Lost / Dormant,0.9985,1,Yoga Mat,0.0045
C103257,Elena Hernandez,North America,USA,Individual,2021-01-15,Marketplace,0,88.0,16.0,3615.69,3,1,1,311.0,5.0,3615.69,1094.94,5.577002053388091,2.8689248895434463,133.91444444444446,Sports & Outdoors,Yoga Mat,Online,31.0,2026-05-18,2022-09-16,12.0,6.5,6.758333333333333,3.0,95.0,1.0,4.0,22.9,0.0,3.0,0.6666666666666666,0.6666666666666666,0,3,Champions,0.0017,0,Bluetooth Speaker,0.7886
C103258,Robert Garcia,Europe,UK,Individual,2024-06-08,Online,1,797.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,2.1820670773442847,0.0,0.0,,,Online,0.0,,,2.0,4.5,6.0,1.0,96.0,1.0,2.0,16.7,1.0,0.0,0.0,0.0,1,0,Lost / Dormant,0.9994,1,Yoga Mat,0.0045
C103259,John Clark,Middle East,UAE,Individual,2025-06-29,Online,1,92.0,1.0,679.98,3,5,3,353.0,11.0,679.98,792.97,1.1252566735112937,0.8886861313868613,339.99,Electronics,Winter Jacket,In-Store,2.0,2026-05-14,2026-05-14,2.0,4.0,7.550000000000001,0.0,19.0,1.0,3.0,21.7,0.0,0.0,0.0,0.0,0,1,New / Occasional,0.0775,0,Running Shoes,0.6644
C103260,Noah Taylor,North America,USA,Small Business,2025-08-28,Online,1,351.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,0.9609856262833676,0.0,0.0,,,Online,0.0,,,7.0,6.714285714285714,6.785714285714286,0.0,61.0,1.0,2.0,17.7,0.0,2.0,1.0,0.0,1,0,Lost / Dormant,0.9978,1,Yoga Mat,0.0045
C103261,Susan Hernandez,Europe,Italy,Individual,2021-07-18,Marketplace,1,56.0,6.0,1672.38,2,2,2,222.0,6.0,1672.38,469.75,5.073237508555784,1.182676740420939,139.365,Electronics,Winter Jacket,Online,12.0,2026-06-19,2023-02-27,26.0,8.653846153846153,7.026923076923077,5.0,38.0,1.0,3.0,1.3,0.0,9.0,0.8888888888888888,0.3333333333333333,0,2,Regular Customers,0.0014,0,Board Game Set,0.7251
C103262,Mia Gonzalez,Europe,France,Individual,2026-04-24,Online,1,112.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,0.3066392881587953,0.0,0.0,,,Online,0.0,,,12.0,7.0,8.2,2.0,9.0,2.0,3.5,7.15,0.0,2.0,1.0,0.0,0,0,Lost / Dormant,0.0004,0,Yoga Mat,0.0045
C103263,Michael Gonzalez,North America,Mexico,Individual,2024-10-09,B2B Direct,1,15.0,6.0,1565.63,1,2,2,122.0,5.0,1565.63,1450.83,1.845311430527036,3.2514836795252227,156.56300000000002,Home & Kitchen,Cookware Set,Online,12.0,2026-07-30,2025-11-30,18.0,5.611111111111111,5.766666666666667,2.0,18.0,0.0,2.3524457602403785,0.0,0.0,7.0,0.4285714285714285,0.2857142857142857,0,3,Champions,0.0006,0,Denim Jeans,0.692
