customer_id,first_name,last_name,region,country,customer_type,signup_date,preferred_channel,email_opt_in
C102390,Sofia,Smith,Europe,Germany,Individual,2022-08-02,Online,0
C102391,Priya,Lee,North America,USA,Enterprise,2021-08-09,Online,1
C102392,Jennifer,Miller,Europe,Italy,Individual,2023-09-06,In-Store,0
C102393,Michael,Anderson,North America,Canada,Individual,2024-04-02,Online,1
C102394,James,Wilson,Middle East,Kuwait,Enterprise,2025-02-12,Online,1
C102395,Richard,Robinson,North America,Canada,Enterprise,2025-01-18,Online,1
C102396,Ethan,Smith,North America,Canada,Individual,2022-01-10,Online,0
C102397,Thomas,Williams,North America,Canada,Individual,2024-05-28,Online,1
C102398,Ethan,King,APAC,India,Individual,2025-09-04,Online,1
C102399,Liam,Hernandez,APAC,India,Individual,2024-07-01,Online,0
C102400,Ethan,Thompson,North America,USA,Individual,2025-10-12,In-Store,0
C102401,James,Harris,North America,Mexico,Individual,2021-07-07,In-Store,1
C102402,James,Brown,Europe,UK,Individual,2024-04-29,In-Store,1
C102403,Charles,Young,North America,Mexico,Individual,2024-11-13,In-Store,0
C102404,Diego,Martin,APAC,South Korea,Individual,2024-05-23,In-Store,0
C102405,Richard,Thomas,APAC,Singapore,Individual,2024-10-30,In-Store,0
C102406,Michael,Martin,Europe,UK,Individual,2024-01-15,In-Store,0
C102407,Karen,White,North America,USA,Individual,2022-04-19,Online,1
C102408,David,Davis,Latin America,Argentina,Individual,2025-06-30,Marketplace,1
C102409,Richard,Brown,Europe,Spain,Individual,2023-04-24,In-Store,0
C102410,Ava,Robinson,APAC,Japan,Individual,2026-01-06,B2B Direct,1
C102411,Karen,Smith,North America,Canada,Individual,2022-06-15,Online,1
C102412,Yuki,Clark,Europe,France,Individual,2023-12-07,Online,1
C102413,John,Walker,North America,Canada,Individual,2023-12-25,B2B Direct,1
C102414,Yuki,Gonzalez,Europe,UK,Individual,2023-08-21,In-Store,1
C102415,Barbara,Perez,Latin America,Chile,Individual,2022-04-20,In-Store,1
C102416,Omar,Miller,Europe,France,Individual,2024-03-15,In-Store,1
C102417,Wei,Thomas,North America,Mexico,Individual,2023-08-04,Online,0
C102418,James,Clark,North America,USA,Individual,2025-12-27,Marketplace,0
C102419,Linda,Williams,Europe,Italy,Individual,2024-11-06,Online,1
C102420,Liam,Moore,North America,Canada,Individual,2023-12-26,B2B Direct,1
C102421,Robert,Wilson,North America,USA,Enterprise,2022-06-01,Online,1
C102422,Wei,Smith,APAC,Japan,Individual,2024-01-22,Online,1
C102423,Lucas,Jackson,Europe,Germany,Individual,2026-03-04,Marketplace,1
C102424,Ananya,Williams,North America,Mexico,Enterprise,2022-03-02,Marketplace,1
C102425,Ananya,Perez,Latin America,Chile,Small Business,2025-01-31,In-Store,0
C102426,Elena,Smith,North America,USA,Individual,2024-01-23,In-Store,1
C102427,James,Miller,Latin America,Brazil,Individual,2025-06-30,B2B Direct,1
C102428,Priya,Lewis,North America,Canada,Individual,2021-05-13,In-Store,1
C102429,Mary,Miller,Middle East,Qatar,Individual,2024-12-28,Marketplace,0
C102430,Amara,Rodriguez,APAC,Japan,Individual,2024-09-26,Online,0
C102431,James,Young,Middle East,UAE,Individual,2021-11-10,In-Store,1
C102432,Linda,Young,Latin America,Chile,Individual,2022-08-14,B2B Direct,1
C102433,Sofia,Thomas,North America,Mexico,Individual,2024-05-20,Online,1
C102434,Sofia,Jones,Latin America,Chile,Individual,2025-03-24,In-Store,1
C102435,Michael,Young,Europe,Netherlands,Small Business,2023-10-06,Online,1
C102436,Fatima,Jackson,Europe,France,Small Business,2021-06-08,In-Store,1
C102437,Fatima,King,North America,Mexico,Individual,2024-07-15,Online,1
C102438,Ava,Lewis,Europe,France,Individual,2022-10-23,Marketplace,1
C102439,Charles,Lee,North America,Mexico,Individual,2026-03-01,Online,0
C102440,Joseph,Miller,Europe,Italy,Individual,2026-06-05,Online,0
C102441,Linda,Thomas,Europe,Spain,Enterprise,2025-06-15,B2B Direct,1
C102442,Layla,Gonzalez,APAC,Australia,Small Business,2023-01-18,Online,1
C102443,Sofia,Moore,Middle East,UAE,Individual,2025-02-06,In-Store,1
C102444,Lucas,Martinez,Europe,Netherlands,Individual,2023-03-12,Marketplace,0
C102445,Richard,Thompson,North America,Mexico,Individual,2022-02-14,Online,1
C102446,Elena,Thompson,North America,USA,Individual,2025-02-06,Online,1
C102447,Michael,King,North America,Canada,Individual,2024-10-11,Marketplace,1
C102448,Karen,Lopez,North America,Canada,Individual,2022-11-11,In-Store,1
C102449,Ethan,Martin,North America,Mexico,Individual,2024-05-01,Online,1
C102450,Linda,Garcia,North America,Mexico,Individual,2025-09-19,Online,1
C102451,Liam,Martinez,Latin America,Argentina,Individual,2024-07-18,Marketplace,1
C102452,Susan,Martinez,Europe,UK,Enterprise,2021-04-24,In-Store,1
C102453,Diego,Williams,North America,USA,Individual,2023-06-16,In-Store,1
C102454,David,Ramirez,Europe,UK,Individual,2025-03-27,In-Store,1
C102455,Richard,Anderson,North America,Canada,Individual,2023-12-15,Marketplace,1
C102456,Barbara,Rodriguez,Europe,France,Individual,2025-11-29,Marketplace,1
C102457,Mary,Brown,APAC,Japan,Individual,2021-03-06,Online,0
C102458,Ethan,Robinson,Europe,Netherlands,Individual,2026-07-08,B2B Direct,1
C102459,Ananya,King,Europe,Netherlands,Small Business,2022-11-15,In-Store,0
C102460,Amara,Lopez,Latin America,Argentina,Individual,2024-07-19,Online,1
C102461,Karen,Lopez,Middle East,Kuwait,Individual,2025-03-06,Online,0
C102462,David,Taylor,APAC,Singapore,Individual,2025-08-13,In-Store,0
C102463,Joseph,King,Europe,Germany,Small Business,2024-10-17,Online,1
C102464,Layla,Jackson,APAC,Japan,Enterprise,2021-05-26,Online,1
C102465,Michael,Martin,North America,USA,Individual,2023-08-01,In-Store,1
C102466,Robert,Sanchez,Europe,France,Individual,2024-05-17,Marketplace,1
C102467,Fatima,Walker,North America,Canada,Individual,2024-08-02,Online,1
C102468,Wei,Martinez,Europe,Italy,Individual,2023-10-31,Online,1
C102469,Ava,Davis,Europe,Spain,Individual,2023-01-09,Marketplace,0
C102470,Richard,Miller,North America,USA,Individual,2021-07-05,B2B Direct,1
C102471,David,King,Latin America,Chile,Individual,2025-05-17,Online,1
C102472,Noah,Perez,Latin America,Brazil,Individual,2025-06-09,In-Store,1
C102473,Barbara,Rodriguez,APAC,Australia,Individual,2025-01-27,In-Store,1
C102474,Noah,Jackson,Europe,Spain,Small Business,2024-03-03,In-Store,1
C102475,Layla,Young,Middle East,UAE,Individual,2023-04-15,Online,0
C102476,Sofia,Gonzalez,North America,Canada,Individual,2023-03-20,In-Store,0
C102477,Chen,Perez,APAC,India,Individual,2021-06-20,Online,1
C102478,Ava,Anderson,North America,Canada,Individual,2021-08-01,Online,1
C102479,Robert,Anderson,APAC,India,Individual,2026-06-20,Marketplace,1
C102480,Barbara,Young,North America,Canada,Individual,2025-04-03,Online,1
C102481,Richard,Wilson,Middle East,Qatar,Individual,2026-01-24,Online,1
C102482,Robert,Robinson,Latin America,Brazil,Individual,2025-03-06,Online,1
C102483,Sarah,Wilson,North America,Mexico,Individual,2025-05-15,Online,1
C102484,Omar,Ramirez,Europe,Spain,Individual,2025-06-12,Marketplace,1
C102485,Elizabeth,Jones,Latin America,Chile,Enterprise,2021-01-27,Online,0
C102486,Patricia,White,Europe,Italy,Individual,2023-10-11,In-Store,1
C102487,Mia,Rodriguez,Middle East,Qatar,Individual,2023-12-28,Online,1
C102488,Barbara,Hernandez,Europe,Italy,Individual,2023-03-01,Online,0
C102489,Jessica,Martin,Europe,Netherlands,Small Business,2022-02-12,Online,1
C102490,Thomas,Jones,North America,Canada,Individual,2025-04-25,B2B Direct,1
C102491,Lucas,King,North America,Canada,Individual,2024-02-07,B2B Direct,1
C102492,Elena,Ramirez,APAC,India,Small Business,2021-03-15,Online,1
C102493,Omar,Robinson,Europe,Germany,Individual,2022-08-01,Online,0
C102494,Mary,Clark,Europe,France,Individual,2022-11-11,Online,1
C102495,Amara,Hernandez,Europe,France,Individual,2024-07-09,Online,1
C102496,Diego,Taylor,Europe,France,Small Business,2024-10-23,Online,0
C102497,William,Young,Middle East,Saudi Arabia,Individual,2023-02-25,In-Store,1
C102498,Mia,Thompson,Latin America,Brazil,Individual,2023-04-29,Online,1
C102499,Noah,Moore,Europe,Italy,Individual,2023-05-20,In-Store,0
C102500,Michael,Perez,Middle East,Kuwait,Individual,2021-08-25,Online,1
C102501,Ava,Ramirez,APAC,Japan,Individual,2022-12-28,In-Store,1
C102502,Amara,Anderson,Europe,Netherlands,Individual,2024-10-21,In-Store,1
C102503,Layla,Martin,Latin America,Chile,Individual,2024-08-02,In-Store,1
C102504,Priya,Young,North America,Canada,Individual,2022-01-13,Marketplace,0
C102505,Jessica,Thompson,North America,USA,Individual,2022-10-23,Marketplace,1
C102506,Thomas,Davis,Middle East,Saudi Arabia,Small Business,2023-04-10,Marketplace,1
C102507,William,Moore,Europe,France,Individual,2023-06-25,Online,1
C102508,Susan,Thompson,Middle East,Qatar,Small Business,2022-01-11,Online,0
C102509,Richard,Perez,Middle East,UAE,Individual,2022-09-11,B2B Direct,1
C102510,Sofia,Martin,North America,Mexico,Individual,2022-10-15,In-Store,0
C102511,Omar,Thomas,Middle East,UAE,Individual,2024-01-05,In-Store,1
C102512,Yuki,Smith,Europe,Netherlands,Individual,2023-10-30,Online,1
C102513,Lucas,Gonzalez,Europe,Spain,Enterprise,2021-07-15,In-Store,0
C102514,Barbara,Walker,APAC,Japan,Small Business,2023-03-18,B2B Direct,0
C102515,Patricia,Sanchez,Latin America,Argentina,Individual,2025-12-21,Online,1
C102516,Priya,White,North America,Canada,Individual,2023-06-12,Marketplace,1
C102517,Linda,Ramirez,Europe,UK,Individual,2025-07-12,Online,1
C102518,Linda,King,APAC,Singapore,Individual,2024-08-06,Online,1
C102519,Amara,White,APAC,India,Individual,2026-07-16,Online,0
C102520,Robert,Williams,APAC,South Korea,Individual,2023-12-21,In-Store,1
C102521,Ananya,White,North America,Canada,Individual,2023-07-26,Online,1
C102522,Elena,Davis,North America,Canada,Individual,2024-11-13,Online,1
C102523,Richard,Wilson,Europe,UK,Small Business,2023-04-27,Online,1
C102524,Elena,Johnson,Middle East,Kuwait,Small Business,2023-03-29,Online,1
C102525,Thomas,Garcia,North America,Canada,Individual,2026-04-08,Online,1
C102526,Hiroshi,Lopez,North America,Mexico,Small Business,2025-05-06,B2B Direct,1
C102527,Carlos,Sanchez,Latin America,Chile,Individual,2022-07-18,Online,0
C102528,Mary,Lewis,North America,Mexico,Individual,2022-09-26,In-Store,1
C102529,Robert,Brown,Latin America,Brazil,Individual,2022-11-10,Online,1
C102530,Omar,Robinson,APAC,Japan,Individual,2023-10-15,Online,0
C102531,Mary,Thomas,Middle East,UAE,Individual,2021-01-08,Online,1
C102532,Layla,Davis,North America,USA,Small Business,2024-10-24,Online,1
C102533,Noah,Young,North America,USA,Enterprise,2023-12-05,In-Store,1
C102534,Omar,White,APAC,India,Individual,2021-12-10,Online,0
C102535,Noah,Walker,Middle East,Qatar,Small Business,2025-11-16,Online,1
C102536,Ethan,Jones,APAC,South Korea,Individual,2023-03-07,Online,0
C102537,Susan,Wilson,North America,Mexico,Individual,2024-10-30,Online,0
C102538,Elena,Taylor,APAC,Australia,Individual,2025-07-01,B2B Direct,0
C102539,Karen,Martin,APAC,Australia,Individual,2023-11-17,Online,1
C102540,Elizabeth,Smith,APAC,South Korea,Individual,2024-05-01,Online,0
C102541,Karen,Thomas,APAC,Australia,Individual,2026-05-08,Online,1
C102542,Layla,Thompson,Middle East,Kuwait,Individual,2023-04-29,In-Store,0
C102543,Mary,Hernandez,APAC,India,Individual,2024-10-12,Online,1
C102544,Barbara,Brown,North America,Canada,Individual,2021-03-03,Online,1
C102545,Jessica,Thompson,Europe,UK,Individual,2023-12-22,Marketplace,1
C102546,David,Walker,North America,Canada,Individual,2022-02-26,In-Store,1
C102547,William,Walker,Europe,France,Individual,2025-12-23,Online,0
C102548,Ananya,Jones,Europe,Germany,Individual,2022-09-25,In-Store,1
C102549,Barbara,Clark,North America,Canada,Small Business,2023-03-03,Online,0
C102550,Patricia,Lewis,North America,Mexico,Individual,2022-07-05,In-Store,1
C102551,Omar,Gonzalez,North America,Canada,Individual,2024-11-04,Marketplace,1
C102552,Charles,Rodriguez,Middle East,Saudi Arabia,Individual,2024-07-24,Online,1
C102553,Thomas,Moore,Latin America,Chile,Individual,2022-08-29,Marketplace,1
C102554,James,Anderson,North America,USA,Individual,2024-12-25,Marketplace,1
C102555,Linda,White,Latin America,Brazil,Individual,2024-02-13,B2B Direct,1
C102556,Diego,Walker,Europe,France,Enterprise,2025-09-08,In-Store,1
C102557,Carlos,Miller,North America,USA,Individual,2024-02-19,Online,0
C102558,Thomas,Rodriguez,North America,Mexico,Individual,2022-06-09,Online,1
C102559,Diego,Thomas,Europe,France,Individual,2026-07-14,In-Store,0
C102560,David,Young,APAC,South Korea,Individual,2023-06-18,Online,0
C102561,Mary,Thompson,APAC,South Korea,Individual,2024-12-10,Online,1
C102562,Omar,Martin,North America,USA,Individual,2021-06-12,In-Store,1
C102563,Hiroshi,Rodriguez,North America,Canada,Small Business,2023-02-26,In-Store,0
C102564,Priya,Wilson,Europe,Netherlands,Individual,2023-06-29,Online,1
C102565,William,Martin,North America,Canada,Small Business,2025-09-08,Online,1
C102566,James,Gonzalez,North America,USA,Individual,2023-09-09,In-Store,1
C102567,Mia,Taylor,North America,USA,Individual,2024-09-22,In-Store,1
C102568,Sarah,Perez,Middle East,Kuwait,Individual,2022-01-14,Online,1
C102569,Linda,Jones,Latin America,Argentina,Individual,2024-09-09,Online,1
C102570,Priya,Young,Europe,Netherlands,Small Business,2021-06-22,Marketplace,1
C102571,Sarah,Lewis,Latin America,Chile,Individual,2023-09-27,Online,1
C102572,David,Lopez,North America,Canada,Individual,2025-12-16,In-Store,1
C102573,Mary,Brown,Europe,France,Enterprise,2021-03-05,Online,0
C102574,Thomas,Taylor,North America,USA,Small Business,2024-01-30,Online,1
C102575,William,Lee,APAC,Japan,Small Business,2024-09-07,Marketplace,0
C102576,Jennifer,Moore,Latin America,Brazil,Enterprise,2023-09-02,Online,1
C102577,John,Rodriguez,APAC,Australia,Individual,2021-03-07,In-Store,1
C102578,Barbara,Wilson,Europe,Italy,Small Business,2026-02-10,Online,0
C102579,Sofia,White,APAC,India,Individual,2025-04-30,Online,1
C102580,Carlos,Gonzalez,North America,USA,Small Business,2025-06-11,Online,0
C102581,Diego,Thomas,Middle East,UAE,Small Business,2022-04-03,In-Store,1
C102582,Thomas,Brown,Europe,Italy,Individual,2025-05-22,Online,0
C102583,Liam,Williams,Europe,France,Small Business,2022-03-29,Online,1
C102584,Jennifer,Anderson,Europe,UK,Individual,2024-07-06,B2B Direct,0
C102585,Hiroshi,Walker,APAC,India,Individual,2026-05-12,Online,1
C102586,Noah,Smith,North America,Canada,Individual,2025-10-07,Marketplace,0
C102587,Jessica,Smith,APAC,Singapore,Enterprise,2024-12-20,Online,0
C102588,Michael,King,North America,USA,Individual,2023-09-06,Marketplace,0
C102589,Hiroshi,Sanchez,APAC,Australia,Individual,2026-05-14,Online,1
C102590,Thomas,Smith,Middle East,Saudi Arabia,Individual,2021-06-27,Marketplace,1
C102591,Hiroshi,Thomas,Middle East,Kuwait,Enterprise,2026-05-09,In-Store,0
C102592,Susan,Davis,Europe,Italy,Individual,2021-10-07,In-Store,1
C102593,Omar,Johnson,Europe,UK,Small Business,2021-12-10,Online,1
C102594,David,Moore,North America,USA,Small Business,2023-11-07,In-Store,1
C102595,Richard,Martinez,APAC,Japan,Individual,2021-10-23,Marketplace,1
C102596,Yuki,Martinez,North America,USA,Individual,2021-07-21,In-Store,1
C102597,Barbara,Lopez,Europe,Germany,Individual,2023-08-20,Online,1
C102598,Jessica,White,North America,Mexico,Small Business,2022-11-15,Online,1
C102599,Diego,Perez,North America,Mexico,Small Business,2026-04-27,Marketplace,1
C102600,Ananya,Jones,APAC,Singapore,Individual,2025-12-03,Online,0
C102601,Carlos,Perez,North America,USA,Small Business,2024-05-02,Online,1
C102602,John,Brown,APAC,South Korea,Individual,2024-03-18,Online,1
C102603,Layla,Moore,North America,USA,Individual,2022-01-10,Marketplace,1
C102604,Elena,Robinson,North America,Canada,Small Business,2026-03-27,In-Store,1
C102605,David,King,Europe,Netherlands,Individual,2021-02-04,Online,1
C102606,Sofia,Perez,North America,USA,Small Business,2024-10-24,In-Store,1
C102607,Linda,Garcia,North America,Mexico,Individual,2021-01-29,Online,1
C102608,William,Hernandez,APAC,Australia,Small Business,2023-02-14,Online,1
C102609,Thomas,Miller,North America,USA,Individual,2021-08-09,Marketplace,0
C102610,Jessica,White,Middle East,Saudi Arabia,Individual,2021-02-22,Online,1
C102611,Karen,Davis,North America,USA,Small Business,2026-05-11,Online,0
C102612,Priya,Lopez,North America,Canada,Individual,2023-03-02,Online,1
C102613,Susan,Martinez,APAC,Japan,Individual,2024-10-08,Online,1
C102614,Wei,Hernandez,North America,Mexico,Enterprise,2024-11-16,Online,1
C102615,Michael,Martin,North America,USA,Individual,2021-03-17,In-Store,1
C102616,William,Thompson,Europe,Spain,Enterprise,2022-05-09,Marketplace,1
C102617,Thomas,Perez,North America,USA,Individual,2025-09-08,Online,0
C102618,Richard,Perez,Middle East,Kuwait,Individual,2025-03-26,Online,1
C102619,Thomas,Williams,North America,USA,Small Business,2026-06-22,In-Store,0
C102620,William,Thomas,APAC,Singapore,Individual,2021-04-27,Marketplace,1
C102621,Patricia,Moore,Middle East,Qatar,Individual,2021-10-07,B2B Direct,1
C102622,Jessica,Gonzalez,Europe,Netherlands,Individual,2025-10-20,Online,0
C102623,Elena,Perez,Latin America,Brazil,Small Business,2024-04-13,B2B Direct,1
C102624,Ananya,Rodriguez,Europe,UK,Individual,2023-01-16,Online,0
C102625,Layla,Garcia,Latin America,Brazil,Individual,2023-08-07,Online,1
C102626,Richard,Rodriguez,North America,Canada,Individual,2023-02-03,Marketplace,1
C102627,Amara,Moore,APAC,South Korea,Individual,2021-10-22,Online,1
C102628,Joseph,King,Europe,UK,Individual,2023-10-15,Online,0
C102629,Elizabeth,Perez,Europe,Netherlands,Individual,2025-01-14,Online,1
C102630,Layla,King,APAC,Australia,Individual,2026-02-01,Online,1
C102631,Joseph,Lewis,APAC,Australia,Individual,2025-03-22,Online,1
C102632,Richard,Thomas,North America,USA,Individual,2023-11-11,In-Store,0
C102633,Sofia,Brown,North America,Mexico,Individual,2024-01-02,In-Store,1
C102634,Ananya,Martinez,APAC,Japan,Individual,2023-04-22,B2B Direct,1
C102635,Diego,Young,APAC,Australia,Small Business,2023-11-26,In-Store,0
C102636,Michael,Young,Latin America,Brazil,Individual,2025-03-11,Online,0
C102637,Carlos,Wilson,APAC,Australia,Individual,2026-04-07,B2B Direct,1
C102638,Jessica,Martin,Latin America,Argentina,Individual,2024-06-10,In-Store,1
C102639,John,Moore,APAC,Australia,Individual,2025-10-18,Online,1
C102640,Jennifer,Williams,North America,Mexico,Small Business,2026-06-29,Online,0
C102641,Mary,Garcia,North America,Canada,Enterprise,2022-05-12,Online,1
C102642,Robert,Moore,APAC,Japan,Individual,2021-07-25,B2B Direct,1
C102643,Elizabeth,Young,APAC,South Korea,Individual,2022-03-02,Online,1
C102644,Carlos,Rodriguez,North America,USA,Individual,2026-05-19,Online,0
C102645,Layla,Sanchez,Europe,UK,Individual,2021-02-13,Marketplace,1
C102646,Karen,Jackson,Latin America,Argentina,Small Business,2024-01-20,B2B Direct,1
C102647,Wei,Garcia,Europe,UK,Individual,2026-05-07,Online,1
C102648,Hiroshi,Johnson,Europe,UK,Individual,2026-01-26,B2B Direct,0
C102649,Diego,Ramirez,Europe,Germany,Individual,2025-02-02,Online,0
C102650,Robert,Martin,North America,Mexico,Individual,2022-08-28,Marketplace,0
C102651,Patricia,Wilson,Europe,Italy,Individual,2025-01-30,B2B Direct,1
C102652,Patricia,King,Europe,Germany,Small Business,2026-02-18,In-Store,1
C102653,Ava,Brown,North America,Mexico,Individual,2022-03-30,In-Store,1
C102654,Elena,Ramirez,APAC,Australia,Individual,2026-07-22,In-Store,0
C102655,David,Robinson,Europe,Spain,Individual,2022-08-18,Online,1
C102656,Diego,Moore,Middle East,Kuwait,Individual,2024-09-18,Online,1
C102657,Amara,Rodriguez,Middle East,Qatar,Individual,2022-05-22,Online,1
C102658,Yuki,Miller,North America,Canada,Individual,2023-03-05,Marketplace,1
C102659,Ava,Anderson,APAC,India,Individual,2025-02-02,In-Store,1
C102660,Sofia,Clark,Europe,UK,Individual,2021-01-21,In-Store,1
C102661,Yuki,Jones,Middle East,Qatar,Small Business,2024-06-05,Online,1
C102662,Mia,Jones,North America,Canada,Individual,2024-10-31,Marketplace,1
C102663,Liam,Perez,APAC,India,Small Business,2024-02-28,Online,0
C102664,William,Thompson,APAC,Japan,Individual,2025-09-07,Online,1
C102665,Omar,Gonzalez,North America,Mexico,Individual,2022-09-12,Online,1
C102666,Yuki,Garcia,North America,USA,Individual,2022-02-18,Marketplace,1
C102667,Ananya,Johnson,APAC,Japan,Enterprise,2025-12-24,Marketplace,1
C102668,Mary,Rodriguez,APAC,Australia,Individual,2023-12-31,B2B Direct,1
C102669,Elizabeth,Perez,North America,USA,Individual,2024-11-28,Online,1
C102670,Ava,Sanchez,APAC,South Korea,Individual,2025-05-05,B2B Direct,1
C102671,Sofia,Martin,Europe,Germany,Individual,2025-06-19,Online,1
C102672,Layla,Martinez,APAC,South Korea,Individual,2025-12-20,Online,1
C102673,Elena,Lee,North America,Mexico,Small Business,2024-11-21,In-Store,1
C102674,Patricia,Hernandez,Middle East,Kuwait,Individual,2021-12-03,Marketplace,1
C102675,Robert,Lee,North America,Mexico,Individual,2025-07-26,Marketplace,1
C102676,John,Moore,Europe,Italy,Individual,2025-03-09,Online,0
C102677,Thomas,Johnson,North America,Mexico,Individual,2023-06-29,Online,1
C102678,Richard,Lewis,North America,USA,Individual,2021-10-03,In-Store,1
C102679,James,Perez,Europe,Germany,Small Business,2023-06-11,B2B Direct,1
C102680,Ava,Thomas,North America,Canada,Individual,2021-01-13,Online,1
C102681,Fatima,White,Middle East,Kuwait,Small Business,2023-10-24,Marketplace,1
C102682,Yuki,Johnson,North America,Canada,Small Business,2026-07-03,Online,1
C102683,Elena,Walker,Europe,France,Individual,2026-07-03,B2B Direct,1
C102684,Richard,Sanchez,North America,Canada,Individual,2023-09-05,In-Store,1
C102685,James,Miller,North America,Mexico,Individual,2024-06-01,Online,1
C102686,Noah,Moore,North America,USA,Small Business,2023-09-01,Online,1
C102687,Amara,Clark,Europe,France,Individual,2021-06-24,B2B Direct,1
C102688,Elena,Robinson,Europe,Germany,Individual,2026-04-07,In-Store,1
C102689,Linda,Martinez,Europe,Germany,Individual,2024-11-09,Online,1
C102690,Mary,Walker,Europe,UK,Individual,2025-06-14,Online,1
C102691,Barbara,Thomas,Europe,Italy,Individual,2026-04-28,Online,1
C102692,Layla,Jackson,North America,USA,Individual,2021-08-29,In-Store,1
C102693,Diego,King,Europe,France,Small Business,2022-07-01,Marketplace,1
C102694,Priya,Garcia,Latin America,Argentina,Small Business,2021-01-14,Marketplace,0
C102695,Yuki,Thomas,Europe,Italy,Individual,2024-05-03,In-Store,1
C102696,Ethan,Brown,APAC,India,Individual,2024-11-21,Online,0
C102697,Layla,Rodriguez,North America,Mexico,Small Business,2024-12-25,In-Store,1
C102698,Ethan,Harris,APAC,Australia,Individual,2024-08-22,In-Store,1
C102699,Jessica,Thompson,APAC,India,Small Business,2024-09-19,Online,1
C102700,Hiroshi,Brown,Europe,UK,Individual,2022-12-26,B2B Direct,1
C102701,Carlos,Jones,Latin America,Brazil,Individual,2024-12-04,In-Store,1
C102702,Mary,Sanchez,North America,USA,Individual,2021-01-03,Online,0
C102703,Mary,Clark,North America,Canada,Individual,2022-11-22,B2B Direct,0
C102704,Karen,Brown,APAC,Japan,Small Business,2025-04-25,B2B Direct,1
C102705,Priya,Lee,Middle East,Kuwait,Individual,2025-01-15,B2B Direct,1
C102706,Wei,Harris,North America,Mexico,Individual,2025-08-27,Marketplace,0
C102707,Ava,Hernandez,North America,USA,Individual,2026-01-17,Online,1
C102708,Charles,Walker,North America,Canada,Small Business,2023-01-17,B2B Direct,1
C102709,Michael,Taylor,North America,Mexico,Individual,2023-02-08,Marketplace,0
C102710,Robert,Miller,APAC,Australia,Small Business,2023-05-22,In-Store,0
C102711,Noah,Clark,Europe,UK,Individual,2022-05-10,B2B Direct,1
C102712,Fatima,Gonzalez,North America,Canada,Individual,2022-02-21,Online,1
C102713,John,Walker,Europe,France,Small Business,2024-11-15,B2B Direct,1
C102714,Robert,Brown,North America,Canada,Individual,2024-10-28,In-Store,1
C102715,Carlos,Rodriguez,North America,Canada,Individual,2022-09-20,In-Store,0
C102716,Priya,Robinson,APAC,Japan,Individual,2023-12-12,In-Store,1
C102717,Noah,White,Latin America,Argentina,Individual,2024-10-31,Marketplace,1
C102718,Ananya,Brown,Middle East,UAE,Individual,2024-11-19,Online,1
C102719,Barbara,Williams,North America,Canada,Individual,2026-05-01,B2B Direct,1
C102720,Hiroshi,Lewis,Middle East,Qatar,Individual,2023-10-18,Online,1
C102721,Wei,Lee,APAC,Japan,Individual,2021-05-22,B2B Direct,1
C102722,Noah,Lopez,APAC,Australia,Individual,2024-01-15,In-Store,1
C102723,Fatima,Moore,Europe,Germany,Individual,2025-01-27,B2B Direct,1
C102724,James,Jones,Europe,Italy,Enterprise,2021-02-15,Online,1
C102725,Patricia,Thompson,North America,Canada,Small Business,2023-04-24,Marketplace,1
C102726,Thomas,Taylor,North America,USA,Individual,2023-10-06,In-Store,1
C102727,Omar,Walker,North America,Mexico,Individual,2024-06-15,Marketplace,0
C102728,Elena,Lopez,North America,USA,Enterprise,2021-01-10,Online,0
C102729,Ava,Perez,Europe,Spain,Individual,2022-10-26,B2B Direct,1
C102730,Mia,Jones,APAC,Japan,Individual,2022-07-27,B2B Direct,0
C102731,Lucas,Martin,Europe,Netherlands,Small Business,2026-07-23,Online,1
C102732,Layla,Thomas,North America,USA,Individual,2025-04-03,Online,1
C102733,Chen,Martinez,Latin America,Argentina,Individual,2025-06-10,In-Store,1
C102734,Elizabeth,Lopez,Latin America,Chile,Enterprise,2022-10-11,Online,1
C102735,Liam,Garcia,APAC,Singapore,Individual,2023-07-02,Online,0
C102736,David,Thompson,Latin America,Chile,Individual,2025-11-01,Marketplace,1
C102737,Omar,Harris,Europe,Italy,Individual,2022-10-02,Online,0
C102738,Noah,Lee,Latin America,Chile,Individual,2022-09-08,In-Store,1
C102739,Susan,Jackson,North America,USA,Small Business,2022-11-29,In-Store,1
C102740,Omar,Martin,Europe,UK,Individual,2023-06-28,Online,1
C102741,Mia,Williams,North America,USA,Individual,2021-06-27,In-Store,1
C102742,Elena,Miller,North America,Canada,Enterprise,2023-05-19,Marketplace,0
C102743,Ethan,Williams,North America,Canada,Individual,2023-10-27,In-Store,1
C102744,Chen,Brown,APAC,Japan,Individual,2023-05-03,In-Store,1
C102745,Lucas,Garcia,APAC,Japan,Individual,2021-11-03,Marketplace,1
C102746,Thomas,Lee,Europe,Netherlands,Individual,2022-07-02,Online,1
C102747,Barbara,Brown,North America,USA,Individual,2021-11-23,Online,1
C102748,Priya,Lopez,Middle East,UAE,Small Business,2024-10-11,Online,1
C102749,James,Lee,APAC,Singapore,Small Business,2025-12-22,Online,0
C102750,Lucas,Miller,Europe,UK,Individual,2022-01-30,Marketplace,1
C102751,Layla,Lee,APAC,Australia,Individual,2021-10-27,Online,1
C102752,Richard,Harris,North America,USA,Individual,2025-03-30,Online,1
C102753,John,Garcia,North America,USA,Individual,2023-01-19,In-Store,1
